id,username,text,retweets,favorites,replies,permalink,date,mentions,hashtags,Tweet_Token,Tweet_Location_Found
1200459411283759105,AudiOfficial,Starting into the #weekend with an icon: the #Audi #RS 6 Avant. RS #design and Avant practicability make it the perfect #weekendcar. What's your favorite short #trip #destination? pic.twitter.com/yDtfduAOWx,31,200,2,https://twitter.com/AudiOfficial/status/1200459411283759105,2019-11-29 17:00:01+00:00,,#weekend #Audi #RS #design #weekendcar #trip #destination,"['Starting', 'into', 'the', '#weekend', 'with', 'an', 'icon', ':', 'the', '#Audi', '#RS', '6', 'Avant', '.', 'RS', '#design', 'and', 'Avant', 'practicability', 'make', 'it', 'the', 'perfect', '#weekendcar', '.', ""What's"", 'your', 'favorite', 'short', '#trip', '#destination', '?', 'pic.twitter.com/yDtfduAOWx']","['and', 'it', 'rs']"
1200455536896028674,NoCleverName,frost on the vineyard . . #teampixel #sonomacounty #sunrise #vineyard #frost #cold #morning #healdsburg #california #winecountry #landscape #destination #travel #wine https://ift.tt/37IdWqq pic.twitter.com/IZoN7LPEKC,1,0,0,https://twitter.com/NoCleverName/status/1200455536896028674,2019-11-29 16:44:38+00:00,,#teampixel #sonomacounty #sunrise #vineyard #frost #cold #morning #healdsburg #california #winecountry #landscape #destination #travel #wine,"['frost', 'on', 'the', 'vineyard', '. .', '#teampixel', '#sonomacounty', '#sunrise', '#vineyard', '#frost', '#cold', '#morning', '#healdsburg', '#california', '#winecountry', '#landscape', '#destination', '#travel', '#wine', 'https://ift.tt/37IdWqq', 'pic.twitter.com/IZoN7LPEKC']",
1200454633489158144,MajidAlFuttaim,"As a portal to the region, #MajidAlFuttaim is launching #UAEWeek to bring the culture of the UAE to the various countries we operate in. Stay tuned to find out where our first #destination will be. pic.twitter.com/1TVHvRrp3F",0,0,1,https://twitter.com/MajidAlFuttaim/status/1200454633489158144,2019-11-29 16:41:02+00:00,,#MajidAlFuttaim #UAEWeek #destination,"['As', 'a', 'portal', 'to', 'the', 'region', ',', '#MajidAlFuttaim', 'is', 'launching', '#UAEWeek', 'to', 'bring', 'the', 'culture', 'of', 'the', 'UAE', 'to', 'the', 'various', 'countries', 'we', 'operate', 'in', '.', 'Stay', 'tuned', 'to', 'find', 'out', 'where', 'our', 'first', '#destination', 'will', 'be', '.', 'pic.twitter.com/1TVHvRrp3F']","['as', 'be', 'in', 'is', 'to']"
1200453159065473024,SaveATrain,Our happiest moments as tourists always seem to come when we stumble upon one thing while in pursuit of something else. #Destination #Travel #Train #Tour #scenictravel #scenicnature #transport - http://SAVEATRAIN.COM pic.twitter.com/E3V29DhFz0,5,31,0,https://twitter.com/SaveATrain/status/1200453159065473024,2019-11-29 16:35:11+00:00,,#Destination #Travel #Train #Tour #scenictravel #scenicnature #transport,"['Our', 'happiest', 'moments', 'as', 'tourists', 'always', 'seem', 'to', 'come', 'when', 'we', 'stumble', 'upon', 'one', 'thing', 'while', 'in', 'pursuit', 'of', 'something', 'else', '.', '#Destination', '#Travel', '#Train', '#Tour', '#scenictravel', '#scenicnature', '#transport', '-', 'http://SAVEATRAIN.COM', 'pic.twitter.com/E3V29DhFz0']","['as', 'in', 'to']"
1200447094819115011,jessicafranck19,#Appel à #dons pour la #Premiere #campagne de #crowdfunding de @MaitrisePopOC de @Opera_Comique à #destination des #enfants de #CM1 et #CM2 de #Paris19 . https://www.kisskissbankbank.com/fr/projects/grandir-sur-scene … #musique #opéra #jeunes #talents #Paris #formation #éducation,2,3,0,https://twitter.com/jessicafranck19/status/1200447094819115011,2019-11-29 16:11:05+00:00,@MaitrisePopOC @Opera_Comique,#Appel #dons #Premiere #campagne #crowdfunding #destination #enfants #CM1 #CM2 #Paris19 #musique #opéra #jeunes #talents #Paris #formation #éducation,"['#Appel', 'à', '#dons', 'pour', 'la', '#Premiere', '#campagne', 'de', '#crowdfunding', 'de', '@MaitrisePopOC', 'de', '@Opera_Comique', 'à', '#destination', 'des', '#enfants', 'de', '#CM1', 'et', '#CM2', 'de', '#Paris19', '.', 'https://www.kisskissbankbank.com/fr/projects/grandir-sur-scene', '…', '#musique', '#opéra', '#jeunes', '#talents', '#Paris', '#formation', '#éducation']","['de', 'et', 'la']"
1200444756343558144,Phototravelzcom,"http://phototravelz.com/south-korea-1.html … By StephNurnberg CC2 Haeundae Beach - a beach in Busan, South #Korea. This is one of the most famous beaches in South Korea. #retweet #follow #travel #vacation #destination #world #wanderlust #adventure #nature #view #phototravelzpic.twitter.com/2p9eu9eZ6I",1,4,0,https://twitter.com/Phototravelzcom/status/1200444756343558144,2019-11-29 16:01:47+00:00,,#Korea #retweet #follow #travel #vacation #destination #world #wanderlust #adventure #nature #view #phototravelzpic,"['http://phototravelz.com/south-korea-1.html', '…', 'By', 'StephNurnberg', 'CC2', 'Haeundae', 'Beach', '-', 'a', 'beach', 'in', 'Busan', ',', 'South', '#Korea', '.', 'This', 'is', 'one', 'of', 'the', 'most', 'famous', 'beaches', 'in', 'South', 'Korea', '.', '#retweet', '#follow', '#travel', '#vacation', '#destination', '#world', '#wanderlust', '#adventure', '#nature', '#view', '#phototravelzpic', '.twitter.com/2p9eu9eZ6I']","['by', 'in', 'is', 'south', 'most', 'south']"
1200442804306092032,GroupePVCP,A la recherche d’une #destination calme et chaleureuse ? Découvrez dès à présent la nouvelle Maison du Lac du domaine @centerparcsfr des #BoisFrancs en visite virtuelle ! De quoi vous donner des idées pour vos prochaines vacances en famille ou entre amis https://buff.ly/2OybmvN pic.twitter.com/BmrMBux5mY,0,0,0,https://twitter.com/GroupePVCP/status/1200442804306092032,2019-11-29 15:54:02+00:00,@centerparcsfr,#destination #BoisFrancs,"['A', 'la', 'recherche', 'd', '’', 'une', '#destination', 'calme', 'et', 'chaleureuse', '?', 'Découvrez', 'dès', 'à', 'présent', 'la', 'nouvelle', 'Maison', 'du', 'Lac', 'du', 'domaine', '@centerparcsfr', 'des', '#BoisFrancs', 'en', 'visite', 'virtuelle', '!', 'De', 'quoi', 'vous', 'donner', 'des', 'idées', 'pour', 'vos', 'prochaines', 'vacances', 'en', 'famille', 'ou', 'entre', 'amis', 'https://buff.ly/2OybmvN', 'pic.twitter.com/BmrMBux5mY']","['de', 'et', 'la']"
1200439853177024512,indianbloggrs,"Hey! We are a #blog community creating a common platform for #bloggers from all verticals #writer RT @RashadaWrites: #beautiful #view #autumn #hillside #Santaquin, #Utah, #UnitedStates #nature #travel #destination #blog… https://twitter.com/i/web/status/1200428488131407872 …",0,0,0,https://twitter.com/indianbloggrs/status/1200439853177024512,2019-11-29 15:42:18+00:00,@RashadaWrites,#blog #bloggers #writer #beautiful #view #autumn #hillside #Santaquin #Utah #UnitedStates #nature #travel #destination #blog,"['Hey', '!', 'We', 'are', 'a', '#blog', 'community', 'creating', 'a', 'common', 'platform', 'for', '#bloggers', 'from', 'all', 'verticals', '#writer', 'RT', '@RashadaWrites', ':', '#beautiful', '#view', '#autumn', '#hillside', '#Santaquin', ',', '#Utah', ',', '#UnitedStates', '#nature', '#travel', '#destination', '#blog', '…', 'https://twitter.com/i/web/status/1200428488131407872', '…']",['are']
1200436871760949249,MarlaRemedios,Is a #vacation to Cape Cod out of your price range? This more-affordable #destination is a good alternative. http://cpix.me/a/86810585 pic.twitter.com/3GwqO5aNex,0,0,1,https://twitter.com/MarlaRemedios/status/1200436871760949249,2019-11-29 15:30:27+00:00,,#vacation #destination,"['Is', 'a', '#vacation', 'to', 'Cape', 'Cod', 'out', 'of', 'your', 'price', 'range', '?', 'This', 'more-affordable', '#destination', 'is', 'a', 'good', 'alternative', '.', 'http://cpix.me/a/86810585', 'pic.twitter.com/3GwqO5aNex']","['cod', 'is', 'to']"
1200436682883031041,MichelleCRemax,Research your #destination to get the best deals on your Europe #vacay. http://cpix.me/a/86719129 pic.twitter.com/40SWPYRM6Y,0,0,0,https://twitter.com/MichelleCRemax/status/1200436682883031041,2019-11-29 15:29:42+00:00,,#destination #vacay,"['Research', 'your', '#destination', 'to', 'get', 'the', 'best', 'deals', 'on', 'your', 'Europe', '#vacay', '.', 'http://cpix.me/a/86719129', 'pic.twitter.com/40SWPYRM6Y']",['to']
1200436278468251651,cottage_green,USING HASHTAGS? #valuable #marketing #tools #Advertising #hashtag https://etsy.com/shop/greencottagedesign … #destination #travel #location #vrbo #airbnb #bedandbreakfast #hotel #motel #lodging #signs #customsigns #outdoorliving #coastalliving #lake #boat #PoolParty #gifts #ecommerce #promote #newspic.twitter.com/IO8RyDKry3,5,2,0,https://twitter.com/cottage_green/status/1200436278468251651,2019-11-29 15:28:06+00:00,,#valuable #marketing #tools #Advertising #hashtag #destination #travel #location #vrbo #airbnb #bedandbreakfast #hotel #motel #lodging #signs #customsigns #outdoorliving #coastalliving #lake #boat #PoolParty #gifts #ecommerce #promote #newspic,"['USING', 'HASHTAGS', '?', '#valuable', '#marketing', '#tools', '#Advertising', '#hashtag', 'https://etsy.com/shop/greencottagedesign', '…', '#destination', '#travel', '#location', '#vrbo', '#airbnb', '#bedandbreakfast', '#hotel', '#motel', '#lodging', '#signs', '#customsigns', '#outdoorliving', '#coastalliving', '#lake', '#boat', '#PoolParty', '#gifts', '#ecommerce', '#promote', '#newspic', '.twitter.com/IO8RyDKry3']",
1200435704796463104,cottage_green,USING HASHTAGS? YOU SHOULD BE #valuable #marketing #tools #Advertising #hashtag https://etsy.com/shop/greencottagedesign … #destination #travel #location #vrbo #airbnb #bedandbreakfast #hotel #motel #lodging #signs #customsigns #outdoorliving #coastalliving #lake #boat #PoolParty #gifts #ecommercepic.twitter.com/S0qDlRguTz,3,0,0,https://twitter.com/cottage_green/status/1200435704796463104,2019-11-29 15:25:49+00:00,,#valuable #marketing #tools #Advertising #hashtag #destination #travel #location #vrbo #airbnb #bedandbreakfast #hotel #motel #lodging #signs #customsigns #outdoorliving #coastalliving #lake #boat #PoolParty #gifts #ecommercepic,"['USING', 'HASHTAGS', '?', 'YOU', 'SHOULD', 'BE', '#valuable', '#marketing', '#tools', '#Advertising', '#hashtag', 'https://etsy.com/shop/greencottagedesign', '…', '#destination', '#travel', '#location', '#vrbo', '#airbnb', '#bedandbreakfast', '#hotel', '#motel', '#lodging', '#signs', '#customsigns', '#outdoorliving', '#coastalliving', '#lake', '#boat', '#PoolParty', '#gifts', '#ecommercepic', '.twitter.com/S0qDlRguTz']",['be']
1200435405067296768,cottage_green,USING HASHTAGS? YOU SHOULD BE #valuable #marketing #tools #Advertising #hashtag https://www.etsy.com/shop/greencottagedesign … #destination #travel #location #vrbo #airbnb #bedandbreakfast #hotel #motel #lodging #signs #customsigns #outdoorliving #coastalliving #lake #boat #PoolParty #gifts #waterproofpic.twitter.com/brFPUBNJ3E,1,0,0,https://twitter.com/cottage_green/status/1200435405067296768,2019-11-29 15:24:38+00:00,,#valuable #marketing #tools #Advertising #hashtag #destination #travel #location #vrbo #airbnb #bedandbreakfast #hotel #motel #lodging #signs #customsigns #outdoorliving #coastalliving #lake #boat #PoolParty #gifts #waterproofpic,"['USING', 'HASHTAGS', '?', 'YOU', 'SHOULD', 'BE', '#valuable', '#marketing', '#tools', '#Advertising', '#hashtag', 'https://www.etsy.com/shop/greencottagedesign', '…', '#destination', '#travel', '#location', '#vrbo', '#airbnb', '#bedandbreakfast', '#hotel', '#motel', '#lodging', '#signs', '#customsigns', '#outdoorliving', '#coastalliving', '#lake', '#boat', '#PoolParty', '#gifts', '#waterproofpic', '.twitter.com/brFPUBNJ3E']",['be']
1200433436537823233,SpatecEvents,This #BlackFriday take advantage of some significant #SPATEC savings - 10% off your #SPATECEU delegate fees if you book as a supplier before November 30th! http://bit.ly/SPATECEU_Suppliers … #Spa #Beauty #Wellness #Hotels #Resorts #Destination #DaySpa #MedSpa #OneToOne #Networking #Eventspic.twitter.com/pA8zu1ftjP,0,0,0,https://twitter.com/SpatecEvents/status/1200433436537823233,2019-11-29 15:16:48+00:00,,#BlackFriday #SPATEC #SPATECEU #Spa #Beauty #Wellness #Hotels #Resorts #Destination #DaySpa #MedSpa #OneToOne #Networking #Eventspic,"['This', '#BlackFriday', 'take', 'advantage', 'of', 'some', 'significant', '#SPATEC', 'savings', '-', '10', '%', 'off', 'your', '#SPATECEU', 'delegate', 'fees', 'if', 'you', 'book', 'as', 'a', 'supplier', 'before', 'November', '30th', '!', 'http://bit.ly/SPATECEU_Suppliers', '…', '#Spa', '#Beauty', '#Wellness', '#Hotels', '#Resorts', '#Destination', '#DaySpa', '#MedSpa', '#OneToOne', '#Networking', '#Eventspic', '.twitter.com/pA8zu1ftjP']",['as']
1200428488131407872,RashadaWrites,"#beautiful #view #autumn #hillside #Santaquin, #Utah, #UnitedStates #nature #travel #destination #blog #writing -https://fiverr.com/share/BVxAk ""If you want to achieve excellence, you can get there today. As of this second, quit doing less-than-excellent work."" - Thomas J. W.pic.twitter.com/Oj3tSFa0jR",27,44,2,https://twitter.com/RashadaWrites/status/1200428488131407872,2019-11-29 14:57:09+00:00,,#beautiful #view #autumn #hillside #Santaquin #Utah #UnitedStates #nature #travel #destination #blog #writing,"['#beautiful', '#view', '#autumn', '#hillside', '#Santaquin', ',', '#Utah', ',', '#UnitedStates', '#nature', '#travel', '#destination', '#blog', '#writing', '-', 'https://fiverr.com/share/BVxAk', '""', 'If', 'you', 'want', 'to', 'achieve', 'excellence', ',', 'you', 'can', 'get', 'there', 'today', '.', 'As', 'of', 'this', 'second', ',', 'quit', 'doing', 'less-than-excellent', 'work', '.', '""', '-', 'Thomas', 'J', '.', 'W.pic.twitter.com/Oj3tSFa0jR']","['as', 'can', 'to']"
1200424247291723777,HighSocietyMaga,"Beautiful Folk pool and gardens, Ubud, in Bali, Indonesia. Who's goin to Bali this year - Good Travel. Follow us Instagram @HighSocietyMaga #luxury #bestvacations #travel #resorts #hotel #lifestyle #destination… https://www.instagram.com/p/B5bx7DOAoEL/?igshid=1g4dd3ue0uz2o …",0,0,0,https://twitter.com/HighSocietyMaga/status/1200424247291723777,2019-11-29 14:40:18+00:00,@HighSocietyMaga,#luxury #bestvacations #travel #resorts #hotel #lifestyle #destination,"['Beautiful', 'Folk', 'pool', 'and', 'gardens', ',', 'Ubud', ',', 'in', 'Bali', ',', 'Indonesia', '.', ""Who's"", 'goin', 'to', 'Bali', 'this', 'year', '-', 'Good', 'Travel', '.', 'Follow', 'us', 'Instagram', '@HighSocietyMaga', '#luxury', '#bestvacations', '#travel', '#resorts', '#hotel', '#lifestyle', '#destination', '…', 'https://www.instagram.com/p/B5bx7DOAoEL/?igshid=1g4dd3ue0uz2o', '…']","['and', 'indonesia', 'in', 'to', 'us', 'pool', 'bali']"
1200422621516419072,skywaytour,"Explore the land of thunder dragon, beautiful Bhutan! . . . #bhutan #explore #thunder #dragon #getaway #discover #nature #beauty #travelguide #destination #culture #journey #tour #india #skyway #favorite #destination_wow #wanderlust #traveldestination #adventure #travelpic.twitter.com/n5K8fCWLPm",0,0,0,https://twitter.com/skywaytour/status/1200422621516419072,2019-11-29 14:33:50+00:00,,#bhutan #explore #thunder #dragon #getaway #discover #nature #beauty #travelguide #destination #culture #journey #tour #india #skyway #favorite #destination_wow #wanderlust #traveldestination #adventure #travelpic,"['Explore', 'the', 'land', 'of', 'thunder', 'dragon', ',', 'beautiful', 'Bhutan', '!', '. . .', '#bhutan', '#explore', '#thunder', '#dragon', '#getaway', '#discover', '#nature', '#beauty', '#travelguide', '#destination', '#culture', '#journey', '#tour', '#india', '#skyway', '#favorite', '#destination_wow', '#wanderlust', '#traveldestination', '#adventure', '#travelpic', '.twitter.com/n5K8fCWLPm']",['bhutan']
1200422225364561920,askaks,TsoMoriri... Photographs don't do justice . . . . @aksgrams . . . . #tsomoriri #lake #travel #leh #color #landscape #dreamscape #desert #cloud #landscapephotography #natgeoyourshot #instagram #mountain #himalayas #travelgram #destination #journey #incr… https://ift.tt/2P24iqm pic.twitter.com/lX5xB2JMAY,1,2,0,https://twitter.com/askaks/status/1200422225364561920,2019-11-29 14:32:15+00:00,@aksgrams,#tsomoriri #lake #travel #leh #color #landscape #dreamscape #desert #cloud #landscapephotography #natgeoyourshot #instagram #mountain #himalayas #travelgram #destination #journey #incr,"['TsoMoriri', '...', 'Photographs', ""don't"", 'do', 'justice', '. . . .', '@aksgrams', '. . . .', '#tsomoriri', '#lake', '#travel', '#leh', '#color', '#landscape', '#dreamscape', '#desert', '#cloud', '#landscapephotography', '#natgeoyourshot', '#instagram', '#mountain', '#himalayas', '#travelgram', '#destination', '#journey', '#incr', '…', 'https://ift.tt/2P24iqm', 'pic.twitter.com/lX5xB2JMAY']",['do']
1200420160051589120,bah_moise,•Your current #situation is not your final #destination ● #FridayPositive,0,2,1,https://twitter.com/bah_moise/status/1200420160051589120,2019-11-29 14:24:03+00:00,,#situation #destination #FridayPositive,"['•', 'Your', 'current', '#situation', 'is', 'not', 'your', 'final', '#destination', '●', '#FridayPositive']",['is']
1200419325959528448,traveeks,"Black is not a colour, It is an expression Black is Classy, Black is Timeless, Black is Bold When in Doubt, Choose Black #BlackFriday2019 #Hyderabad #Maharashtra #Kolkata #travel #vacation #destination #wanderlust #adventure #HappinessBegins #amazondealpic.twitter.com/6eeoyyUqtN",1,0,0,https://twitter.com/traveeks/status/1200419325959528448,2019-11-29 14:20:44+00:00,,#BlackFriday2019 #Hyderabad #Maharashtra #Kolkata #travel #vacation #destination #wanderlust #adventure #HappinessBegins #amazondealpic,"['Black', 'is', 'not', 'a', 'colour', ',', 'It', 'is', 'an', 'expression', 'Black', 'is', 'Classy', ',', 'Black', 'is', 'Timeless', ',', 'Black', 'is', 'Bold', 'When', 'in', 'Doubt', ',', 'Choose', 'Black', '#BlackFriday2019', '#Hyderabad', '#Maharashtra', '#Kolkata', '#travel', '#vacation', '#destination', '#wanderlust', '#adventure', '#HappinessBegins', '#amazondealpic', '.twitter.com/6eeoyyUqtN']","['in', 'is', 'it']"
1200415753369006081,DiscoverUG,"#FestiveSeason Offer: Celebrate Christmas & New Year’s Eve with @MbaleResort Hotel, #MbaleTown https://bit.ly/2OZioJ3 #travel #tourism #festiveseason #sun #destination #VisitUganda #Africapic.twitter.com/uWbDzeY5l3",0,0,0,https://twitter.com/DiscoverUG/status/1200415753369006081,2019-11-29 14:06:32+00:00,@MbaleResort,#FestiveSeason #MbaleTown #travel #tourism #festiveseason #sun #destination #VisitUganda #Africapic,"['#FestiveSeason', 'Offer', ':', 'Celebrate', 'Christmas', '&', 'New', 'Year', '’', 's', 'Eve', 'with', '@MbaleResort', 'Hotel', ',', '#MbaleTown', 'https://bit.ly/2OZioJ3', '#travel', '#tourism', '#festiveseason', '#sun', '#destination', '#VisitUganda', '#Africapic', '.twitter.com/uWbDzeY5l3']",
1200414646961942529,inventumglobal,"The Lycians developed this form of art to perfection, no doubt facilitated by the soft limestone of the region. Today the entire landscape of Lycia is still dotted with their fascinating funerary monuments. #inventumglobal #inventumwedding #inventummice #destination #miceturkeypic.twitter.com/IubNSlg2ur",0,1,0,https://twitter.com/inventumglobal/status/1200414646961942529,2019-11-29 14:02:09+00:00,,#inventumglobal #inventumwedding #inventummice #destination #miceturkeypic,"['The', 'Lycians', 'developed', 'this', 'form', 'of', 'art', 'to', 'perfection', ',', 'no', 'doubt', 'facilitated', 'by', 'the', 'soft', 'limestone', 'of', 'the', 'region', '.', 'Today', 'the', 'entire', 'landscape', 'of', 'Lycia', 'is', 'still', 'dotted', 'with', 'their', 'fascinating', 'funerary', 'monuments', '.', '#inventumglobal', '#inventumwedding', '#inventummice', '#destination', '#miceturkeypic', '.twitter.com/IubNSlg2ur']","['by', 'is', 'no', 'to']"
