id,username,text,retweets,favorites,replies,permalink,date,mentions,hashtags
1201837998322663426,italiane_jamie,"See the best of Italy including Rome, Florence, and Venice on this perfect 10 day Italy itinerary. Includes ideas on where to stay and what to do! #italy #italyitinerary #rome #florence #venice #europe #vacation https://www.thattexascouple.com/the-perfect-italy-itinerary-10-days/ … via @thattexascouple",0,1,0,https://twitter.com/italiane_jamie/status/1201837998322663426,2019-12-03 12:18:02+00:00,@thattexascouple,#italy #italyitinerary #rome #florence #venice #europe #vacation
1201837850800672768,alpineaspen,Now's the time. Bring the whole family on a #vacation to Snowmass! http://atjo.es/5FhB,0,0,0,https://twitter.com/alpineaspen/status/1201837850800672768,2019-12-03 12:17:27+00:00,,#vacation
1201837797369417728,spacejunky2,"Airbus to test formation flying on transatlantic routes What a great idea, I can't see why it couldn't work, it works in nature. #airbus #fly #flying #vacation https://www.travelweekly.com/Travel-News/Airline-News/Airbus-testing-formation-flying … via @TWTravelNews",0,0,0,https://twitter.com/spacejunky2/status/1201837797369417728,2019-12-03 12:17:14+00:00,@TWTravelNews,#airbus #fly #flying #vacation
1201837762703495168,vanderfullife,tigerair Taiwan S20 North East Asia service changes as of 29NOV19 https://www.routesonline.com/news/38/airlineroute/287834/tigerair-taiwan-s20-north-east-asia-service-changes-as-of-29nov19/ … #news #today #travel #vacation #cruise #holidays #hotels #flights #tourist,0,0,0,https://twitter.com/vanderfullife/status/1201837762703495168,2019-12-03 12:17:06+00:00,,#news #today #travel #vacation #cruise #holidays #hotels #flights #tourist
1201837705950314496,Shutternick,Girl Power #travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram… https://www.instagram.com/p/B5nCXsPnQLU/?igshid=1n6wth514fvmx …,0,3,0,https://twitter.com/Shutternick/status/1201837705950314496,2019-12-03 12:16:52+00:00,,#travel #traveling #vacation #visiting #instatravel #instago #instagood #trip #holiday #photooftheday #fun #travelling #tourism #tourist #instapassport #instatraveling #mytravelgram #travelgram
1201837240386826243,goodgood186,#vacation #wdw2019tour #universalstudios #memories #mysweetmemory @Universal Studio Singapore https://www.instagram.com/p/B5nCKSpFamL/?igshid=1l537yya3nl5z …,0,0,0,https://twitter.com/goodgood186/status/1201837240386826243,2019-12-03 12:15:01+00:00,@Universal,#vacation #wdw2019tour #universalstudios #memories #mysweetmemory
1201837222741381122,fay_travels,Ever wondered what life on board a Cunard ship would be like? See our tour on our @YouTube channel #cruises #ship #holiday #Travel #TravelTuesday #vacation #Cunard #QueenElizabeth https://youtu.be/73RqM36NpWY via @YouTube,0,2,0,https://twitter.com/fay_travels/status/1201837222741381122,2019-12-03 12:14:57+00:00,@YouTube @YouTube,#cruises #ship #holiday #Travel #TravelTuesday #vacation #Cunard #QueenElizabeth
1201836505800609792,seetheminivers1,Gorges de l‘Ardeche #gorgesdelardeche #ardeche #vallonpontdarc #france #europe #vacation #roadtrip #nature #wildlife #animals #viewpoint #view #wildriver #canoe #canoesport #wildanimals @Gorges de l'Ardèche https://www.instagram.com/p/B5nB0blotSN/?igshid=702pixc4not3 …,0,0,0,https://twitter.com/seetheminivers1/status/1201836505800609792,2019-12-03 12:12:06+00:00,@Gorges,#gorgesdelardeche #ardeche #vallonpontdarc #france #europe #vacation #roadtrip #nature #wildlife #animals #viewpoint #view #wildriver #canoe #canoesport #wildanimals
1201836474368479233,blogosum,Travel #news: Trips As Gifts: 4 Fun Getaways That Are Ideal Presents http://feedproxy.google.com/~r/landlopers/~3/P_-sqbT8vzE/trips-as-gifts … #travel #news #vacation #trips #cruise #cruises #holiday #hotels #resorts #airport #flights #outdoor #travelnews #traveltip,0,0,0,https://twitter.com/blogosum/status/1201836474368479233,2019-12-03 12:11:59+00:00,,#news #travel #news #vacation #trips #cruise #cruises #holiday #hotels #resorts #airport #flights #outdoor #travelnews #traveltip
1201835909387296768,puckbunny19,Mini vacay. #vacation #holiday #mybabyandI https://www.instagram.com/p/B5nBjsNnkg47z5D-96DOZ8csA33rSy1ricCzBo0/?igshid=lui76kbjdwpi …,0,0,0,https://twitter.com/puckbunny19/status/1201835909387296768,2019-12-03 12:09:44+00:00,,#vacation #holiday #mybabyandI
1201835668663656448,diroao,#diroao #parquejaimeduque #tocancipa #cundinamarca #colombia #travel #traveling #travelphotography #travelling #instatravel #traveler #vacation #adventure #travelguide #traveladdict #travelgram #travelingram… https://www.instagram.com/p/zlVPKnF1u-/?igshid=db7k0k89ybyt …,3,2,0,https://twitter.com/diroao/status/1201835668663656448,2019-12-03 12:08:47+00:00,,#diroao #parquejaimeduque #tocancipa #cundinamarca #colombia #travel #traveling #travelphotography #travelling #instatravel #traveler #vacation #adventure #travelguide #traveladdict #travelgram #travelingram
1201835593912635392,diroao,#diroao #parquejaimeduque #tocancipa #cundinamarca #colombia #travel #traveling #travelphotography #travelling #instatravel #traveler #vacation #adventure #travelguide #traveladdict #travelgram #travelingram… https://www.instagram.com/p/zlVoazl1vk/?igshid=1aenzbzvzm2zn …,3,2,0,https://twitter.com/diroao/status/1201835593912635392,2019-12-03 12:08:29+00:00,,#diroao #parquejaimeduque #tocancipa #cundinamarca #colombia #travel #traveling #travelphotography #travelling #instatravel #traveler #vacation #adventure #travelguide #traveladdict #travelgram #travelingram
1201835520243798016,diroao,#diroao #parquejaimeduque #tocancipa #cundinamarca #colombia #travel #traveling #travelphotography #travelling #instatravel #traveler #vacation #adventure #travelguide #traveladdict #travelgram #travelingram… https://www.instagram.com/p/zlV-_uF1gP/?igshid=13e43w1tw8jda …,3,2,0,https://twitter.com/diroao/status/1201835520243798016,2019-12-03 12:08:11+00:00,,#diroao #parquejaimeduque #tocancipa #cundinamarca #colombia #travel #traveling #travelphotography #travelling #instatravel #traveler #vacation #adventure #travelguide #traveladdict #travelgram #travelingram
1201835445182590978,diroao,#diroao #parquejaimeduque #tocancipa #cundinamarca #colombia #travel #traveling #travelphotography #travelling #instatravel #traveler #vacation #adventure #travelguide #traveladdict #travelgram #travelingram… https://www.instagram.com/p/zlWgtjl1hY/?igshid=1e1itndm5v9ub …,3,2,0,https://twitter.com/diroao/status/1201835445182590978,2019-12-03 12:07:53+00:00,,#diroao #parquejaimeduque #tocancipa #cundinamarca #colombia #travel #traveling #travelphotography #travelling #instatravel #traveler #vacation #adventure #travelguide #traveladdict #travelgram #travelingram
