product_name,product_review,user_rating,similarity_score,Sentiment Score
Julius,"16 ounce can into tulip glass, canned on 4/11/2018. Pours opaquely hazy deep orange/amber color with a 1-2 finger dense and rocky off white head with amazing retention, that reduces to a nice cap that lasts. Dense soapy lacing clings around the glass, with a fair amount of streaming carbonation. Fantastic appearance. Aromas of big tangerine, grapefruit, lemon, orange juice, peach, pineapple, apricot, passion fruit, papaya, mango, melon, guava, berry, citrus peel/zest, light pepper/pine, biscuit dough, light honey/toast, herbal, and floral/grassy earthiness. Incredible aromas with fantastic complexity and balance of citrus/fruity/tropical hops and bready malt notes; with great strength. Taste of huge tangerine, grapefruit, lemon, orange juice, peach, pineapple, apricot, passion fruit, papaya, mango, melon, guava, berry, citrus peel/zest, light pepper/pine, biscuit dough, light honey/toast, herbal, and floral/grassy earthiness. Light pine, citrus peel/rind, herbal, grassy, spicy bitterness on the finish. Lingering notes of tangerine, grapefruit, lemon, orange juice, peach, pineapple, apricot, passion fruit, papaya, mango, melon, guava, berry, citrus peel/rind, light pepper/pine, biscuit dough, light honey/toast, and herbal/floral/grassy earthiness on the finish for a while. Amazing complexity, robustness, and balance of citrus/fruity/tropical hops and bready malt flavors; with an awesome malt/bitterness balance, and zero lingering hop astringency after the finish. Slightly increasing dryness from lingering bitterness. Medium carbonation and medium-plus body; with a very smooth, creamy/silky/bready, lightly sticky, and slightly resinous/rindy balanced mouthfeel that is fantastic. Minimal warming alcohol for 6.8%. Overall this is an insane NEIPA! All around amazing complexity, robustness, and balance of citrus/fruity/tropical hops and bready malt flavors; very smooth and easy to drink; with the mildly bitter/drying finish, never aggressive. Spot on soft mouthfeel. Insanely juicy, vibrant, and fairly dank hop complexity; balanced bready malt/oat backbone, with mild lingering sweetness. A highly amazing offering, and spot on style example as expected.",4.0,0.8146336232792671,0.9955
King Julius,"Pours an entirely clouded pineapple juice colored beer, with a one finger broad, bubbly head.  Smells of ripe oranges, peach pulp, mango and white lemon zest among a sherbet sweetness, resulting entirely from the hops. A kiwi supported dankness compliments the lemon, adding a citraic freshness to the nose. As simple as it is, there are no malts being recognizable on the nose. The fruits develop a fantastic depth by themselves, creating a luscious fruit richness, tied together by crisp lemon.  While the beer drinks very refreshing, due to its juicy hop profile, no carbonation bubbles touch the tongue at all, as a pillowy softness provides a world class silkness from the kickoff till the end. It coates the tongue, while the beers body easily provides enough depth to maintain the taste interesting.  Builds up a nice aqueous smoothness, instantly referring to the wonderfully silk mouthfeel, on which juicy orange, mango and papaya become noteable. Once crisp lime massages the palate, the fruitiness turns riper and more pungent, while getting balanced by gentle toffee malts. Those malts then get swallowed by slightly dank, slightly resinous qualities, adding to the lime's richness. Finishes slightly dry, still outstandingly fruity, with prickly kiwi now adding to the sweeter exotic fruits, creating a wonderful fruit bouquet among its initial, creamy softness.  Not only does it drink beautifully, it also tastes that way. Do yourself the favor of letting this sit and warm up for at least 30 minutes and this unfolds a never imagined plethora of aromas, getting mirrored in its taste. Truly complex, while masterfully executed, this is a dream of an iipa come true. The fruit sorbet quality you get in Tree House's Green is recognizable in this as well, although in an alternated way, depicting a mix of ripe mango, mixed into a smoothie with papaya, orange and lemon pulp. Incredibly rich on the tongue, and than there is that phenomenal mouthfeel as well...  This is perfect.",5.0,0.7958842544520662,0.9953
Abner,"Yields a completely hazed yellow-golden mango pulp color with a fluffy, stable white head.  Smells of a very intriguing hop plethora, with just the lightest note of cakey malts, perfectly complimenting to the orange quality of the hops. Also packs lime zest, wet grass a hint of dried blueberries and fresh fallen leaves.  Has a fantastic smooth, fuller bodied mouthfeel with a lively finish, never loosing any of its softness on the tongue. While turning remarkably dry, especially during the finish, the beer stays in perfect balance throughout, due to light white bread malts.  Shines from the very first moment by its world class mouthfeel, which is incredibly creamy and soft, slowly inviting fruity hops to the palate. Lemon pulp, orange peel and some unripe mango get amped up by a pleasant, adapting onion sharpness and soothing wet grass. Its only indication that this is an 8 abv beer is its doughy malt balance, which gets recognizable by rounding out the hop melange, providing just a hint of sweet maltiness - the beer drinks incredibly easy. Looses its fruitiness during late mid palate, slowly getting replaced by more silkness and an intense, long lasting lemon and leaf dryness, producing a short, earthy ginger peak.   Very impressive double ipa, gaining much of its greatness from the incredibly silk mouthfeel, while its perfectly hop composition does the rest. Awesome how this develops on the palate, turns from fruity to herbal to dry - always soothed by soft malts, very well pronounced and clean.",4.5,0.7990168630302007,0.9944
Lou Pepe - Framboise,"I am very appreciative of Stakem for sharing this 2008 bottled in '10 with Kegatron and me. Enjoyed from a Cantillon tulip to match. My 1000th bottle review  This is exactly what I conjure up in my mind when I think of a raspberry lambic, just outstanding in color and is beautiful sitting in the glass like a gem in its resplendence with a beautiful rosy glow and tight ring after collapsing from 3 fingers, the bead is tiny with light pink lace. The smell is incredible, just so packed with strong fruity and funky odor w/ light floral notes that are still punchy and fresh. The nose is intensely raspberry with kmild hint of sour yeast odor. I love the feel as much as the aroma with huge lactic acidity which seems to enhance the mild sweet tart edges of the fruitiness. There is a pretty dry finish, but semi-sharp with dry/acidic qualities and extremely high carbonation like champagne.  This blitzes the palate and mouth with both fruity sweet taste and very intense sour lactic infused flavor. The acidity intensifies as the beer is held in the mouth but there is enough sweetness in the flavor to balance from the full fruity raspberry enhancement. The taste comes off almost as bitter/spicy from the carbonic acid the high carbonation level provides. There is a puckering, mouth drying quality w/ slight woodiness and extra tart raspberry juiciness as it finishes with some residual berry, but the funk and bacteria sour flavors linger into the dry end. Simply a wonderful fruit lambic, not many out there that are this complex and able to be savored in the way I found this to be. Intense yet drinkable a true classic, one of the best I have ever had.",5.0,0.7951669492330794,0.9942
Haze,"16 ounce can into tulip glass, canned on 3/6/2018. Pours opaquely hazy medium orange/amber color with a 2 finger dense and rocky off white head with amazing retention, that reduces to a nice cap that lasts. Thick soapy lacing clings on the glass, with a moderate amount of streaming carbonation retaining the cap. Fantastic appearance. Aromas of big tangerine, grapefruit, orange juice, lemon, lime, peach, pear, pineapple, apricot, passion fruit, papaya, mango, melon, kiwi, guava, berry, citrus peel/zest, light pepper/pine, wheat, cracker, biscuit, white bread dough, herbal, and floral/grassy earthiness. Damn nice aromas with great balance and complexity of citrus/fruity/tropical/earthy hops and bready malt notes; with great strength. Taste of huge tangerine, grapefruit, orange juice, lemon, lime, peach, pear, pineapple, apricot, passion fruit, papaya, mango, melon, kiwi, guava, berry, citrus peel/zest, light pepper/pine, wheat, cracker, biscuit, white bread dough, herbal, and floral/grassy earthiness. Very minimal pine, zesty, herbal, grassy, spicy bitterness on the finish. Lingering notes of tangerine, grapefruit, orange juice, lemon, lime, peach, pear, pineapple, apricot, passion fruit, papaya, mango, melon, kiwi, guava, berry, citrus peel/zest, light pepper/pine, wheat, cracker, biscuit, white bread dough, and herbal/floral/grassy earthiness on the finish for a while. Amazing complexity, robustness, and balance of citrus/fruity/tropical/earthy hops and bready malt flavors; with a nice malt/bitterness balance, and zero cloying/astringent flavors after the finish. Medium carbonation and medium-plus body; very smooth, creamy, silky, and bready mouthfeel that is insane. Light sticky hops and lightly increasing lingering bitter dryness. Minimal warming alcohol for 8.2%. Overall this is an insane NE DIPA! All around amazing complexity, robustness, and balance of citrus/fruity/tropical/earthy hops and bready malt flavors; very smooth and insanely easy to drink for the ABV; with the minimally bitter/drying finish. Softest of the soft mouthfeel was perfect. Insanely juicy and lightly dank hops; balanced bready malts, not overly sweet/heavy feeling for the ABV. A highly amazing offering, and perfect style example.",4.5,0.8144995843472447,0.9936
Sip Of Sunshine,"Brew date 3/26. It’s 4/5. Fresh.   4.25 Look: Golden honey color, carbonation bubbles, semi clear, 4F head. Spiegelau IPA glass.  4 Aroma: good, but not overwhelming. Expecting more. Earthy, citrus.  4.5MF. One of best I’ve tasted in an IPA. Sticky, smooth. A pleasure to drink.  4.25 Taste. I was expecting tropical fruit. I didn’t taste any tropical fruit, but the grapefruit citrus rind is excellent.  Overall: excellent approach to an IPA. Wonderful hoppy Character. The blend of flavors, earthy, grapefruit grind, with a big hop character creates an excellent beer.",4.25,0.7981938560864152,0.9913
Abner,"Poured from growler into a hill farmstead tulip. A couldy yellow colour with a really nice head retention and lacing, silky white head.   Aroma is full of citrus floral notes, lemony and some light piny notes, robust florals, peppermint, grapefruit, wildflower honey. So complex and inticing.  Taste is full with balanced hop character, creamy grapefruit, resiny wildflower notes, a touch of floraly lemon sweetness then a growing gradual resiny bitterness. Tons of rich orange citrus. Fantastic balance. Drinkability is crazy with so much depth and balance.  Mouthfeel is really full, gentle carbonation with a full bodied malt creaminess, maintains enough of a full dextrin complexity to balance the hop bitterness impecably. Alcohol is well hidden and such a fruity and hoppy body with a creamy upfront malt.  Lives up the hype as an impecable ipa. It balances itself so well between the strong citrus and floral hop character and a creamy malty body. It's is delicious and complex, fantastic. Certainly an impecable beer with a great complexity and warming beer, impressed by the great balance here and the ridculous quality from start to finish.",5.0,0.8362666328871761,0.9912
Double Galaxy,"750 mL growler poured into a snifter.  Appearance - Very hazy orange body. Light wisps on the surface. Clings a little bit.  Smell - Oh yeah. Buckets of hops. Excellent citrus hop smell but it still manages to have a grainy malt presence. Sweet hoppy nectar.  Taste - Juicy citrus hop. Orange and grapefruit flavors. Nice sweet flavor behind it. Very monotonic, but deliciously so. Grainy malt and the sweetness drops off.  Mouthfeel - Medium body. Medium carbonation. Clean and just a little heavy.  Overall - One hop makes it a bit one-note, but the flavor is excellent. Definitely a top IPA.",4.25,0.7982595781543731,0.9903
Trappist Westvleteren 12 (XII),"pours out a murky brownish ruby color, nice half finger head leaves a few bits of lacing. nose reminds me of cherry coke in the best way hahah - has this sweet cherry note and an almost vanilla quality. smells delicious, very fruity and sweet. on palate there is a beautiful and rich dark fruit note up front, reminiscent of cherry and plum, the sweetness of the malts is there as well, toasty nuttyness, caramel and toffee, hints of vanilla again. absolutely no booze but a subtle hit of spice and warmth. mouthfeel is medium+ bodied and has a luscious texture to it, excellent carbonation. overall an absolute masterclass and wonderfully smooth and well rounded beer. quads are usually not my thing but its pretty much impossible not to get excited about this one. cheers!",4.75,0.7981451258740948,0.99
Fou' Foune,"The beer comes in a hazy golden yellow orange color with a big white head.  The aroma is of sweet sweet apricot along with oak, funk, and a balance of tartness and sweetness.  The flavor hits immediately of juicy fresh pure apricot then moves onto a gentle tartness that lingers lightly. There's a malt character that cleans that up and really makes this beer so perfect and balanced. It's a strong lemony sourness and dries of oak on the end.  This beer really stands out as the best sour I've had. It truly has fantastic balance. It's so delicious drinking with the fruit being the all star in this beer.",4.75,0.8008207308223143,0.9898
Dinner,"16oz bottle, dated 7.26.19, poured into a 14oz snifter glass.  The beer pours a golden color, hazy and cloudy with amber and orange hues and a nice head of soapy white head, a little over a finger tall that has nice retention and yields tremendous swatches of sticky lacing. The aroma is amazing, bright peach fruit, mango puree, orange juice, very tropical with a fragrant bouquet of wildflower and a dank grassiness that brings out some earthy pine as well. The flavors are very nice, but skew to the bitter and earthier side, whereas the nose leads with a bright punch of fruit forward hop expression. There is still an ample amount of tropical character but the beer is roaring with raw and green hop leaf, grassy and dank, assertive citrus rind with a nice spicy and bitter strafe on the tongue such that the malt bill is merely an afterthought relative to any specific flavor. The mouthfeel is great, coating and lively medium body, crisp and bone dry with a hearty finish that offers a touch of boozy warmth.  Verdict: A really delightful IPA from Maine that offers a very fragrant and expressive nose that brings out the bright and delicate nature of the hop blend while the flavors deliver on a beautifully bitter experience that brings a beer brewed at the extremes into an approachable and practical balance.",4.5,0.7991635778276442,0.9893
Focal Banger,"Golden yellow in color with a hazy, unfiltered appearance and lots of floaties. Poured with a moderate, dense, creamy, bright white foam that reduced to a soapy cap. I can smell this from halfway across the room. Intense earthy, resinous citrus hop aromas with mellow floral notes. Prominent, medium malt aromas beneath. Medium bodied with soft, medium carbonation. Smooth, delicate, creamy smooth feel up front followed by light prickly warmth to the finish. Medium high earthy, resinous hop flavors up front that transition to sweet malt. Medium, pine hop bitterness through the middle returning to resinsous hop and malt flavors to the end. Finished with light, sweet, bready malt flavors followed by lingering, mellow, pine hop bitterness. Aromas were intense, but not sharp. Feel was fabulous, creamy and warming. The malt presence was surprising and providing a strong aromas and flavor backbone. Hop flavor was like getting shot out of a cannon followed by a pleasant gentle freefall. The flavors were intense out of the gate and slowly tapered to the end. Great balance, feel, aromas and flavors.",4.5,0.8008660920427504,0.9892
King Sue,"Pours a hazy light golden amber, peach coloration with a large, foamy head. Smells of light biscuity malt and bright, juicy tropical/citrus notes of mango, papaya, grapefruit and orange, as well as a light, grassy dankness. Taste is a terrific balance of somewhat sweet, biscuity malts and bright and juicy citrus/tropical hops, the citrus dominating with a distinct orange juice character, backed up by grapefruit and lighter, just slightly acidic, notes of mango and papaya, with just a hint of a certain grassy dankness. Finishes with a medium, slightly acidic, bitterness and some citrus/tropical notes lingering in the aftertaste, as well as a bit more dankness coming through. Soft mouthfeel with a medium body and carbonation.  A terrific, citrus-forward NEIPA with a distinct OJ character that is very well-rounded, with a great balance of sweetness and bitterness, as well as a nice dankness. While this is great, I also have to say that I don't really feel that it's any more special than any of the other great NEIPAs out there, and actually a little lacking in the mouthfeel department. I also think that this has 100 IBU in the same way that Heady Topper does, meaning not at all, actually. It's still more bitter than many of its brethren though, which is quite nice indeed.",4.25,0.8060957218724523,0.989
