product_name,product_review,similarity_score,user_rating,Sentiment Score
BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout),"Three Floyds Bourbon Barrel Aged Dark Lord 2012  Poured into a tulip glass from a 750ml bottle. 2012 Vintage (Red Wax, Red Skull) Bottle: 355/688  Pours as thick as mud. With some dark dark abyss like hues. There is a nice 1 inch tan colored head that neatly forms with some great dense bubbles; nice and creamy looking. The head recedes very slowly. (5.0)  Aroma starts off with intense sweetness. Wow. Molasses and toffee. Dark fruit notes of prunes and some raisins as well. Very sweet nose. Bourbon and boozy heat are noticed in the nose as well as some nice slight honey and vanilla sweetness notes. I can’t state it enough. Very sweet. (4.5)  Taste follows the nose. Starts off with some intense sugary, caramel and molasses notes. Very sweet yet delicious. There is some slight chocolate sweetness as well but then is overtaken buy the caramel and molasses again. Wow. There is some woody notes in there with hints of vanilla and some honey. The Bourbon barrel shines adding some intense booze notes as well as some woody notes. However, these notes are not harsh. Dangerously smooth with the 15% not very noticeable. Mouthfeel is nice and thick and silky at the same time. As the beer warm some of the boozy heat is perceived a bit more. Great brew. (4.5)(5.0)  Overall this is a gem. I know a lot of people find it overrated but this version of Dark Lord is pretty good. It has great sweetness and heavy thick rich molasses notes. Very well done. (4.5)",0.6570601271518306,4.5,0.9974
Madagascar,"yeah, this is about as good as anyone has done one of these vanilla bourbon huge stouts. its so much more vibrant on the vanilla, less boozy on the whiskey, and not anywhere near as sweet as a lot of them, despite intentionally being a sweeter stout, it has balance and resolve, and i loved every drop of it. not quite black on the pour, but a very dark almost inky looking brown, shiny and viscous, with red wine legs on the edges of the glass and a short mocha colored head. it has an intense vanilla aroma, fresh beans, like sliced and scraped pods, almost like it was added to an already finished beer, its first for sure. the oak and bourbon come next, really complimenting that vanilla aspect, but adding a little corny sweetness, toasted wood, caramel, and nutty properties to this. the roast of the malt brings coffee elements, bakers chocolate with bitterness, and finally back to the fresh vanilla, its pungent and intense and amazing. the even cooler thing as that this evolution of flavors is exactly the same in the flavor as it is in the nose, driven mostly by vanilla, intense, but oddly balanced. the wood is strong, the whiskey is flavorful without being hot, and there is a great low end here with coffee notes and balancing bitter roast and char. its also not too strong, sometimes these work their way up into the 12% abv and above range, and in my opinion thats just too much most of the time. smooth in feel, very little carbonation but none is needed. its nice to slow this down not speed it up. let in linger. an amazing complexion of flavors, huge vanilla, absolutely incredible beer. when do the bottles come out??? id love to acquire one for the cellar and share this with my friends here. tip top!",0.6884550483716964,4.75,0.9974
BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout),"Was definitely looking forward to having a few glasses of the oak-aged Dark Lord again this year. This was my favorite the last few years and being that one can only have it once per year, I was getting anxious! Judging by the number of people at the event several hours before the gates even opened, we figured it would behoove us to get in there quickly!  Poured into the cheap plastic cup, it really just doesn't do this beer any justice. It is still a nice looking pour - thick, oily, black, and messy. Just enough juice on the pour to create a slight frothy head. I have a feeling this would be quite nice in a snifter, but I digress.  Ah yes - wood and bourbon. Really doesn't smell that much like standard Dark Lord, but damn impressive. Sweet smelling, with some syrup or maple and some chocolate. I really like what the barrel has done to this beer.  And every bit as impressive on the palate as I remember. As expected from the smell, there is quite a bit of bourbon presence that is not around in the standard version of Dark Lord. I'm not as good at detecting the woodiness in the taste, but the smoothness given by the barrel-aging process is amazing. This is by far my favorite of the three Dark Lords - if not for being served in a plastic cup, it would certainly receive a perfect score. Very thick, chewy, and oily - I love the way it coats the mouth and hangs around long after the beer is gone. One of the detractors of Dark Lord over the past couple of years has been the sweetness. The oak-aging replaces that sweetness with a more mellow smooth taste - this is why it is so amazing.  Tough to rank the drinkability on a three ounce pour - which is why it is imperative that one gets several glasses! And even after several glasses, I'm lining up for more. I still contend that Three Floyd's should bottle about 50 bottles of this per year, and then produce 50 ""golden tickets"" that are different than the normal ones. A true Willy Wonka experience. If you get one of the special golden tickets in the mail, you can redeem it for a bottle of the oak-aged. Something to think about Nick.  Regardless of the chaos of Dark Lord Day (which I truly enjoy), the oak-aged Dark Lord alone is enough to bring me back every year. A masterpiece.  Consumed: 4/24/2010&#8195;",0.6140410834459834,5.0,0.9974
Double Dry Hopped Sleeper Street,"L - a dark hazy orange/brown pour. not super appealing but nice head retention  S - Daaaaaayyyyuuum son, gots to be mosaic. tons of tropical fruit with mixed in earthy bark and rain forest trees, lots of danky qualities..... my favorite. T - Follows through with the danky tropics, way less earthy taste than expected. Maybe city hops coming through now on the taste? Kinda reminds me of a softer Focal Banger. All juice, all sweet, all Fing awesome. Love this beer. definitely one of Trilliums best. F - Soft and cold as the other side of the pillow. Sweetness coats the throat and total bliss encompasses the brain, I don't know, its awesome. O - I feel like I'm trying my best to knock this beer on the smallest imperfections but its soooo unfair because there is so much to love here. This is incredible, might be Trilliums best offering yet (which is crazy given their amazing selection)",0.6158234193454859,5.0,0.9973
Kentucky Brunch Brand Stout,"12oz bottle, 2014 date with gold wax, poured into a Toppling Goliath teku. Enjoyed on 12.13.14, shared with my dad, review is from Tasting Journal.  The beer pours a jet black color, motor oil consistency, very thick and viscous out of the bottle with a lovely finger or so of mocha colored head, thick, taut and firm that has superb retention yielding a few spots of lace but with great dark staining legs. The aroma is fantastic, loads of smooth chocolate, coffee is assertive, but at the same time mild, lightly roasted with a nice fruit character that helps accentuate the stone fruits that come out in the nose, charred oak and whiskey with a bit of toffee sweetness linger well and just a splat of maple that helps curb any heat from the barrel and the bitterness from the coffee. The barrel character is what leaps out to me on the tongue, very smooth, nice mix of charred oak, lightly chewy and soft bourbon, a bit of toffee, a bit of molasses, even a touch of spice while smooth and decadent chocolate, lightly bittersweet, rolls over and brings forward stone fruits with lightly roasted and fruity coffee. The balance is supreme and the finish has just a breath of warmth to it from the barrel. The mouthfeel is perfection, thick, rich, creamy, viscous, silky, smooth, coating, any adjective you like for a stout, this has it, carbonation is perfect, enough life while being totally forgotten yet it also doesn't feel too sticky or clumpy, and the finish is incredibly fluid.   Verdict: A lot of hubbub and noise about this beer and it's all deserved. The balance and complexity is tremendous, everything in true harmony, no one characteristic is truly defining and each aspect of the beer is artfully mastered.",0.7092360595188156,4.75,0.9973
Oude Geuze Vintage,"Updated Review:  From 5 May 2012 Served in a 3F Geuze glass (as it should be) Bottled: 15/4/2003 Best before: 15/4/2020  I don't usually re-review beers, but the 2003 vintage is absolutely amazing. Give this beer some age and you will not be disappointed.  A: Cork burst forth with happiness. Murky straw. 1+ (frothy white) fingernail head on gentle pour.  S: Barnyard funk, lemon rind, hay, cheese. So inviting and tasting. Nice!  T: Pronounced sour, funk, and earthiness. Loads of grapefruit and lemon zest with green apple.  M: Light bodied with soft carbonation.   O: Absolutely fantastic! Hands down, one of the best gueuzes I have enjoyed to-date (Blauw is slightly above). So balanced, smooth, and refreshing. If you have multiple bottles; forget about a few and drink them with 8-10 years age.  4.5, 5.0, 5.0, 4.5, 4.5  From 19 December 2011 67th Review Bottle to tulip Vintage 2007  Shared with farundrpar during a beautiful prepared dinner by our wives on a recent visit to Amsterdam.  A: Golden hay. 2+ (pure white) fingernail head on medium pour.  S: Lemon zest, hay, must, white pepper. Not as much “funk” as I was expecting or had hoped for, but it still smells quite good!  T: Grapefruit/zesty citrus fruit with green apple. Hint of funk/sour, but not terribly pronounced. Quite nice, but I think it will grow and develop with age.  M: Medium bodied with high carbonation.   O: Better than good, but not great YET! A very crisp and refreshing beer (especially when paired with a wonderful salmon dinner), but I think this vintage can stand to age for quite some time. I’m thinking the 2007 vintage should be enjoyed no earlier than 2014, but that’s my €0.02.  4.5, 4.5, 4.0, 4.0, 4.5",0.6446797467070893,4.5,0.9972
BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout),"22oz bottle into a snifter Vintage 2012 #68/688  650th BA rating, 630th BA review, and #96 out of the top 100 that I began ticking away at a few years ago. Only 4 more to go!  A big thanks to rjjhoffman for sending this long time want over in a trade.  A: Opaque black with some browning on the edges and 1 fingers width of mocha colored head. Head dissipates down quickly and leaves essentially no lacing, but some alcohol legs. 4.25  S: Lots of sweetness, lots of booze, and big barrel notes. Chocolate fudge, fusel ethanol, subtle dark fruits. Barrel notes include a fairly big bourbon charred oak, and a peat like character. Lots going on, and very nice. A bit too boozy perhaps. 4.5  T: Huge sweetness, particularly upfront. Its a sugary, syrup sweetness, which would be a bit much, but it fades quickly and nicely into some absolutely wonderful flavors or charred oak, roasted malt and chocolate. Tons of bourbon barrel notes, which complement the otherwise cloying sweetness of regular Dark Lord. Some boozy ethanol to round out for palate profile. Its simply fantastic. 4.75  M/D: Full bodied, carbonation very low which is appropriate, its smooth but is a bit syrupy, ABV is noticeable but its not hot. Drinkability is good, all things considered. 4.5  O: Overall, this is a great beer. I can confidently say that I’ve never had a beer which was so significantly improved by barrel aging. I am not a big fan of regular Dark Lord, but the Bourbon Barrel Aged Dark Lord is wonderful. Definitely worth seeking out. Looking forward to someday landing a BVDL for comparison. Merry Christmas! 4.75",0.6510066322158571,4.75,0.9972
Chocolate Rain,"750mL bottle poured into a snifter 020912 Lot 30  Another huge thanks to Redbeeron for sending over this big time want in a trade!   A: Pours a quite thin appearing dark brown with lightening on the edges. An aggressive pour yields approximately 1/2 fingers width of light tan head which dissipates down almost immediately to a think outer ring. Leaves no appreciable lacing. Actually appears very similar to a cola.   S: Tons of bourbon and dark fruits. Cinnamon, caramel, vanilla bean ice cream, rich dark and milk chocolate, balancing booze, maybe even a hint of coconut. Jesus. Its so sweet and delicious smelling. Intoxicating. Incredible.   T: Huge sweetness up front, with a big caramel/toffee presence. Dark fruits, fig and cherry. Pretty boozy from the get go, but it has to be to balance out the huge sweetness. Cocoa is significant and hangs around for ages in the aftertaste. Taste is similar to dark chocolate covered cherries, soaked in booze. I also get burnt sugar, bourbon, raw oak, some roasted malt flavors and vanilla which makes itself known but is mild. Awesome palate profile here.   M/D: Smooth, slightly syrupy with an appropriately low carbonation. By no means thin, but could be thicker and chewier. Drinkability is actually very good, but this one is a slow sipper, thats for sure. And although this has a boozy component throughout, it does an incredible job of keeping the 19.5% ABV in check. Its the highest ABV beer I have had to date, and even with that ABV it is not necessarily even hot going down.   O: Overall, another big hit from the Bruery in my book. Its literally one of the best smelling beers I have ever had, and the taste is excellent (but not quite to the degree of the nose). Im very glad I was able to try this one, and will definitely seek it out again. As far as in comparison to Black Tuesday, I like CR more. Better aroma and greater balance in the flavor profile (less of the straight up diabetes-inducing sweetness bomb that BT is). I'd drink both any chance I got, but BT is great, and CR is excellent.",0.6654653686711608,4.5,0.9972
Todd The Axe Man,"Revisit: 7 Nov 17  16 oz. Can Canned On: 10/12/17  Poured into a Tree House glass a very nice, cloudy, dark yellowish color, very nice carbonation, with a very nice thick/creamy two-finger off-white head, which also leaves some very nice sticky lacing behind. The nose is hoppy, slight malt note, pretty nice citrus complex (orange, tangerine, grapefruit, pineapple, mango) with some nice diesel like. The taste is very nice hoppy, slight malt, with a pretty nice citrus complex (orange, tangerine, pineapple, grapefruit, mango), pretty nice diesel like. Medium body, ABV hidden very nicely, with a very nice dry/bitter finish. Overall, this is a very tasty brew. Nice to see it available locally now.  Bought on-line  16 oz. Can  Pours a very nice, clean/clear dark golden yellow color, very nice carbonation, with a very nice thick/creamy two-finger, which also leaves some very nice sticky lacing behind. The nose is hoppy, slight malt note, very citrusy, with some nice diesel/dank. The taste is very nice hoppy, slight malt, citrusy, very nice diesel. Medium body, with a very nice dry/bitter finish. Overall, this is a very tasty brew.",0.6956615555300311,4.5,0.9972
Mastermind,"nt over to get this for the release, and by 1030 or so in the morning, there was a line that wrapped like a snake around the building. there was no way we were waiting in that, i thought for sure all the beer would be gone, so we gave up on it and went elsewhere. to my amazement, when i got home, a friend of mine offered me up a can, since he had scored that day and was feeling generous. lucky me, we shared this a few ways, and all in our party were very impressed. the freshness for one, consuming hoppy beer on the day it comes out is always a treat, but this one is a real unique brew too. it has a super pale color to it, looks like a hazy pils in the glass, with an airy white head over an inch tall and fading only slowly. it smells like amarillo and citra, maybe mosaic, its hard to say for sure if there is more than a few varietals in it, but the nose is amazing. ive been getting pineapple juice from these hops lately, and i got it pretty strongly here too, but there is also notes of mango, aloe, lime zest, and cheerios. pretty basic stay out of the way type malt base, very light body for a stronger ipa, and quite clean in the finish. bitterness is moderate, or rather aggressive but just balanced expertly by the sweeter oily elements of the hops. somehow lighter and more drinkable than others, and with no appreciable yeast flavor going on, unlike many of its vermont counterparts. a beautifully done brew, perfect twist on the style for hot weather, and a beer i was real thankful to get my hands on. these guys are really putting out some delicious stuff lately, wow!",0.6635629045361421,4.5,0.9972
Swish,"Canned ten days ago, and I'm excited as hell to review Swish. I've had several cans before, but I've never reviewed it, and never this fresh. I'm letting it warm just slightly after taking out from the fridge, as I do with all quality IPAs.   Appearance-wise, this may be the best looking of the many dozens of ""hazy"" IPAs I've tried. You can't really see the particles, like you can with too many other turbid beers (Tired Hands, ahem), but the aggregate effect is one of soft luminescence. I swear, in the right light, it almost glows, like Marsellus Wallace's suitcase. The head is perfectly proportioned and leaves a gorgeous lacing as it dissipates; I get a great deal of satisfaction just watching this beer for a couple of minutes before even drinking it. The aroma is, at first sniff, all orange and pineapple juice, but there's a level of dank, spicy complexity that you don't perceive in prototypical juice bombs like those from Tree House. Something about Swish begs, even dares, you to take a sip to confirm its awesomeness. And awesome it is: I can't think of another beer that zips so fully between bright, lovely fruit notes and dark, bitter stank. Just when you think the hops are tipping over into harshness, they pull back into a gentle, floral caress. Unlike some NE IPAs, it doesn't slide into one-dimensionality as it warms. Instead (to my palette), it gets more complex, even aggressive, as it goes, becoming downright pungent near the end. The best way I can describe its mouthfeel is ""zippy,"" even frantic, as it hits the tongue, but it leaves the palette completely clean within a couple of seconds; it almost feels like you hadn't drunk anything just a moment before. Which, of course, leads to its massive, dangerous drinkability.  I can't remember being this infatuated with a beer since my first Heady. Like Mr. Topper, it's completely unique, basically incomparable to anything else. So why not a perfect score? It's hard for me to explain, but I think it has something to do with the rapid vanishing of both the taste and mouthfeel. In a funny way, it doesn't ""stay"" with you the way certain beers stay with you. Which, again, could be dangerous, especially at 8%. To sum up, ready access to this beer would probably turn me into an alcoholic. Good thing it's damn hard to obtain.",0.6471622215052116,4.75,0.9972
Schaerbeekse Kriek,"Had this out of a bottle at the Portland International Beerfest in July. $7 for four ounces was a bit steep, but was excited to tick this one.   Appearance: Pink and ruby hued spritzy brew, looking somewhat goofy next to the 14% stouts being served at the booths surrounding it. Somewhat like a Cherry 7-Up, but murkier and with very lively carbonation.  Smell: Tart and sweet cherries are accompanied by cavity-inducing sourness in the nose. Horse blanket funk is present as well, but lactic sour holds its own against the brettier notes.   Taste: Sour, certainly, and sweetness from the cherries. Sourness is somewhat layered as well, with the more bracing sourness never really tearing the enamel off your teeth. I think I'm having this beer too young, to be fair; the sweetness is still quite high, and the yeast with another year or three on that would pump out more of the sours, and allow the cherry-flavors to come through without being so offset by somewhat cloying sweetness. Still, really was hitting the spot on a hot afternoon, just not head-and-shoulders above its competition at this point.   Mouthfeel: Sour, tart, and finishing very lightly, with cherry notes on your tongue. Never gets medicinal, which is very appreciated. The sweetness doesn't adversely affect the finish either, and seems to solidify my guess that this beer would be served quite well by a little more time in the cellar.  Overall: Enjoyable, light, sour, and interesting, but I'm left wanting to try this in a vertical-style setting, where we can really see the beauty of the yeast taking the edge off of the sweetness. Worth seeking out if for no other reason than to forget about it for a while and tackle it on a warm day...as it's tasty now, and I can only imagine how tasty it'd be later.",0.6762284128618113,4.5,0.9972
Imperial Eclipse Stout - Elijah Craig (12 Year),"2015 Vintage, Bottle Run 2: into a snifter, it pours blood red color as it's leaving the bottle but looks black in the glass with a 1 finger foamy tan/brown head that was full of tiny bubbles, dissipating very slowly and leaving good spotty lacing that slides down on the side I drank from and foamy rings on the other side.   Smells of chocolate, bourbon, oak barrels, peat moss, coffee grinds, cocoa powder, espresso, vanilla, smoked grains, charred wood, hot fudge or brownies, earthy notes and some faint piney hops. The bourbon is very present but not dominating, letting the smoked malts and chocolate malts swirl into a complex and wonderful aroma. Like the other FiftyFifty Eclipse variants I've had, this aroma was excellent and what I expected.  Tastes similar to the nose with rich chocolate, bourbon, oak barrels, peat moss, coffee grinds, Hershey's chocolate syrup, cocoa powder, espresso, vanilla, and then some fruity notes like raisin, dates and plums, wet tobacco, brown sugar, molasses, candied sugar or Belgian yeast, and then more vanilla and coffee. The Elijah Craig bourbon whiskey taste is distinct and meshes so well with the roasted malts, barrel notes and hop accents that it leans towards the spirit flavors slightly over the beer base. After each swallow the vanilla shows up again along with toasted coconut, maple syrup, brown sugar and smoked grains. The longer it sits the better it gets, and the hops come out more with some piney notes, lemon zest, tea leaf and peppery spices. The ABV is masked completely and this is a slow sipper that I wanted to somehow drink at a pace below slow so more dynamic flavors could come out an hour later. That didn't work out (slowing it down), but this was a great brew which I thoroughly enjoyed.  Mouthfeel is creamy and buttery smooth to the point of being slick as it slides down with mild carbonation, a light alcohol burn and a thick, chewy feel that makes the body seem heavy even though it's only medium to heavy. There is a slight bitterness that's coffee-esque, with a finish that trails off on the sweet side and has a nice mix of cocoa, brown sugar, piney hops, toffee, bourbon, smoked wood and vanilla. It fades like a Frappuccino with a shot of bourbon in it and a sprinkle of dry citrus hops and roasted chocolate malts. It really was a pleasure to dink and a beer I highly recommend and will seek out again.",0.6438289343988822,5.0,0.9972
Sure Bet,"bomber bottle poured into HF wine stem.  batch# 710-711.  Appearance: Completely opaque orange bodied beer. This beer looks exactly like orange juice, especially if this beer did not have any head. Bone white colored head that pours three fingers tall. Great head retention that slowly drops down to a thick, but uneven cap leaving heavy clumps of lacing on the glass.  Smell: Sweet oranges, mango's, and pineapple go on for ever in the aroma of this DIPA. Bready malts and honey covered biscuits are representatives of the malt profile and sweetness for the aroma. AND even a little bit of dankness from those hops just for good measure. This beer smells absolutely ridiculous!  Taste: Almost but not quite a moderate level of bitterness. Hops are perfectly balanced with the malt profile. Loads of juicy juicy mango's and pineapple, a nice sweet orange/tangerine presence is noted as well; a hint of honey and bready malts impart some sweetness to balance the hop profile. The malt profile acts like a blank canvas for the hops, mango's, and honey to be showcased; all in a perfect harmony. The dankness of the hops comes through in the finish and you also taste an orange zest note which adds a light, but lingering bitterness to the finish. The balance of flavors in this DIPA is absolutely insane and delicious.  Mouthfeel: medium bodied beer with moderate carbonation levels. Really easy drinking DIPA; if I didn't know any better, I would have thought this was an APA. No booze at all and its almost 10% abv. Geez... You can literally gulp this beer down it is that drinkable.   Overall: Sure Bet is the best hoppy beer that Pipeworks brews. It is even better than squared grouper hands down and I think that squared grouper is fantastic as well. This is gotta be the best hoppy beer that is brewed in the midwest beer region. The mango's in this beer are extremely well balanced and the honey accentuates the sweetness of the malt profile to balance out bitterness of the hop profile it is absolute genius by pipeworks. I am pretty excited by the fact that this is a local shelf turd; I will be revisiting a bomber of this again as often as pipeworks brews a new batch. That's a guarantee. Highly recommend that you try this beer. Beg, barrow, or steal to get a taste. Seriously.",0.6845643459891021,4.5,0.9972
Beatification,"Russian River Beatification (Batch 005)  I was fortunate enough to score a couple of these from the recent release so a big thanks to my cousin Dan for sending these down from NorCal! Beatification pours a wonderful hazy golden straw color, subtle hues of honey and orange, a thin bubbly white head surfaces, about a finger or so, but dissipates within seconds leaving a vapid layer of film atop the beer. The aroma is fantastic, pungent barnyard funk, wild yeast, sour fruits, acidic citrus, very tropical. It does smell very reminiscent of a gueuze, but so juicy and fruit, not dry at all, I was expecting to have some champagne like dry apples and butter in the nose, but was greeted with some wonderful wet, juicy sour fruit, I could keep my nose in the glass all night. The flavors are just as rewarding, it starts with some wonderful fruit flavors such as pineapple, mango, or papaya, but moves towards some bright citrus, hints of grapefruit, but very lemon heavy. The yeasty funk is less apparent in the flavors, but it does add a nice subtle layer of complexity to the fruitiness and doesn't leave behind any unpleasant aftertastes or dryness. The body is nice, the carbonation is actually very mild, but the acidity and sour profile gives it a feeling as if it were carbonated at higher levels.  Verdict: My words don't do this beer justice, it's truly unbelievable and the hype and hysteria is most certainly deserved. This is quite possibly Russian River's best sour offering and with an already impressive lineup of sour beer, it really is saying something. Whether you call it a Gueuze or an American Wild Ale, this is a must try at all costs for any sour lover.",0.6818081007995769,4.5,0.9972
Oude Geuze Vintage,"750ml bottle, 2008 vintage, poured into a Drie Fonteinen fountains tumbler glass. Enjoyed on 1.28.17, reviewed from Tasting Journal.  The beer pours a hazy and cloudy copper color, big foamy white head, good retention, great lace clings to the glass. The aroma is super frunky, excellent expression of that distinct Drie funk that is so earthy yet citrusy and complex, lightly floral and herbal notes come forward with oak, green aged hops with some soft wheaty grain. The aroma is super bright and delicate, a really excellent display of what Drie is capable of. The flavors are excellent as well, great funk, dry dirty leaves, musty oak, bright citrus and an excellent floral character lingers well with some soft grain. The mouthfeel is great, very lively and crisp that coats very well with a tart and dry finish.  Verdict: A stunning gueuze from Drie Fonteinen. Excellent complexity, beautiful expression of funk with tons of depth bringing out nuances of fruit, oak, spice and grassiness, really delicious and special stuff.",0.7320140226915101,4.5,0.9972
Vicinity,"Trillium Vicinity  A: Surprisingly, this NE IIPA from the kings of the style does not pour completely opaque, instead opting for only a slightly hazy, brilliant golden-orange color. Two-and-a-half fingers of meringue-like head sits atop and has really nice retention. Lacing is equally impressive. There are obvious particles floating within, bounced around by the lazy-yet-plentiful carbonation. Per style, it should really be a bit hazier, but otherwise this is perfect. 4.75/5  A: Mango, orange, papaya, tangerine, lime, pineapple, and peach all burst forth from the glass in constant waves. Underneath lies a weedy dankness and a little alcohol sweetness. No real malt aromas are noticeable, but the sheer complexity of the hops (and probably fruity ale yeast contributions) really makes this incredible. The alcohol presence seems a bit much for only 8%, however. 4.5/5  T: Plenty of the same tropical-heavy fruits of the aroma, plus a great and very welcome contribution of juicy and bitter red grapefruit. Melon shows up toward the end of the flavor with the dank and pithy bitterness, along with a little indiscriminate herbaceousness. Malt sweetness is unnoticeable since it blends imperceptibly with the hops and creates a wonderful juiciness. Again, there is an alcoholic note on the end that is slightly unwelcome due to the relatively low ABV and how well it is hidden in other beers of similar ABV; this is a minor gripe, however. 4.75/5  M: Medium, slick, soft, and creamy are all applicable terms here. Carbonation is natural and soft, perhaps a little on the low end but not at all in a bad way. Dryness is slight, leaving the finish somewhat sticky and syrupy, making the beer seem much bigger than it is. This may be a bit of a flaw, but it somehow does not seem as detrimental as it could be in other beers. 4.25/5  O: This is a fantastic IIPA from perhaps the best brewer of this style. While it is not perfect, it does approach that and belongs in the conversation for the best to come out of the movement. There is so much juicy complexity that it is almost overwhelming, and it is almost perfectly balanced with the dankness that shows up later. It is truly remarkable how well Trillium integrates the overt hoppiness with the malts in a way that they worth together rather than being somewhat separate entities as in some other NE IPAs. Equally remarkable is how they wring unique flavors out of very similar, Galaxy-dominated hop bills. Pair with The Wonder Years ""The Upsides"" for being awesome but not quite game-changing. 4.5/5",0.7211244624210242,4.5,0.9972
Beatification,"After finding no time to make it up to the brewery to buy some bottles of this last December, imagine my surprise when, during a family visit to the brewery, that they were still tapping this! Couldn't ask for a better turn of events - this has been one of my all-time wants since I ever started getting into sours and gueuze beers. Batch 6. Poured into a tulip tumbler glass at the brewery.  Pours a faded amber color with some straw hues, as well as a slight golden glimmer when held against the light. Cloudy, with some noticeable carbonation at first that dies down alongside its initially frothy white head. Not much lacing, and if it weren't for its cloudy appearance it would retain the same look of a low alcoholic white wine. Hmm, previous batch pours (mainly from bottles) definitely indicated that this was more vinous looking in the past, but I'm not too concerned. Sour beers are very different from the bottle than they are on tap, and hopefully I'll be able to try a bottle of this to compare notes to.  Yeah, the aroma nails it, however - this is as good of an interpretation on the style as any world class gueuze I have tried from Belgium, and if this isn't enough reassurance that perhaps knowing how to make wine (as Vinnie does) isn't perhaps the best path to take before committing to brewing wild ales, I don't know what is. Huge notes of musty peaches, apricots, white raisins, and, of course, yellow apples and pears. A big dank cellar aroma is predominant, with notes of old, cold stone (I'm thinking slate), damp hay, leather, and a damp cloth aroma. This is brief, however, and the finish is filled with nice notes of toasted tobacco, vanilla, toffee, and a little bit of something floral, maybe herbal, from the fresh hops. Crisp, warm, and inviting. An excellent effort.  Wow, one sip and I'm immediately assured that this is one of the most drinkable wild ales being made in this country. This is so fruity, funky, sour, and yet so refreshing and comfortable to drink! At first, there's the large apple and pear notes, followed by some white nectarines and a bit of orange melon (all soured or under-ripe, of course), with some brief peppery sensations, as well as nice white floral notes. Sour and acetic, but also a bit lactic from the barrel aging. The funk then takes over in the middle of the mouth, delivering grassy, wet hay flavors that are earthy and quite mineral, with a crisp and cooling sensation at the same time. The finish is more funky, but also melds with the toffee, vanilla, and leather profile quite gracefully and balanced. Extremely creamy and filling from the yeast, but also crisp, and palate-cleansing - the white vinegar finish definitely does its work well. In spite of its acidity, this is gentle on the senses, and makes a terrifically approachable. Delicious stuff!  I knew other sours made by RR were already world-class, but this really took it home for me. This is not an easy beer to make, and to produce something that is so complex and yet so brightly textured and balanced when working with wild bacterial strains is nothing short of magic. For those who have had any doubt on the direction that wild beers are taking in America, try this one and be astonished. This is by far the leader of many beautiful things to come. I hope to get a bottle soon and compare some notes, and see how this changes over time.",0.6799319262194892,4.5,0.9971
Chocolate Rain,"750mL bottle acquired through the Reserve Society. The Bruery has apparently stopped bottle dating but this is the 2013 vintage just released in April. Served in a Red Brick snifter.   Pours jet black with about one finger of brown head. Head receds to a tiny halo which doesn't lace. Swirling my glass shows nice thick legs that fade slowly.   Smells incredible! Bourbon chocolate cake and vanilla dominate with oak, roast and booze thrown in.   The nose, while excellent, couldn't prepare me for how awesome this tastes. Rich chocolate cake, strong yet smooth bourbon, vanilla bean ice cream, sweet creamed coffee, booze soaked dark fruit, heavy roasted malts, that kind of funky sweet almost signature Bruery yeast character and a little alcohol burn. So freakin delicious with the rich flavors coating my tongue. The alcohol is present but this drinks so smooth like only half of it's 18% abv bill.   Thick, heavy, chewy, viscous feel with light carbonation. Coats the mouth for a long, sweet bourbon chocolate cake aftertaste.   Truly outstanding! This was one of the main reasons I joined the Reserve Society and I couldn't be happier. So rich and full. Even better than the already stellar Black Tuesday. Very highly recommended.",0.6511077931873972,4.75,0.9971
Black Tuesday,"750ml bottle from 2012, about 6oz poured into a snifter at Dustin's birthday tasting yesterday, 6.15.2013.  Aroma: Lots of bourbon and heat, which dominates the nose. But there are marshmallows and tons of chocolate, very sweet. It basically smelled like bourbon smores. Interesting! I thought the heat was really off-putting, but altogether this beer has a really, sweet and complex nose.  Colour: Pitch black, like a black hole. Not much of a head at all, which is not surprising for a high gravity beer like this. There isn't even a collar, and there isn't any lacing at all when I swirl it around. Its black, that's all I can expect from a beer called Black Tuesday.  Flavour: Really, really sweet. Like mentioned before, it tastes like a crap ton of chocolate, bourbon and a little vanilla sweetness. There's a lot going on here, but the best way to put it is hot, hot bourbon smores. It all comes together well, not all that cloying. Deliciously bourbony and malty!  Mouthfeel: Thinner bodied but full of flavour. Actually quite well carbonated for a giant stout like this. Aftertaste is mostly all the malty sweetness that I experienced while swishing this beer along my palate. Its pretty much dessert. Really, the biggest problem with this beer is that it's so damn boozy. I know its a 19.2% beer, but it was just a beer that took a long time to finish. Still, so black and thick... gotta say this is a hell of a mouthfeel.  Overall: Delicious. It's like drinking bourbon and port together. Thick thick beer that is very sweet but not cloyingly so. As mentioned above, the problem is that its got too much alcohol in it- I can smell it in the nose immediately as its being poured, and it definitely gets hotter as it gets warmer. I think its a deliciously sweet barrel-aged big stout but for the $36 it costs per bottle, I'll take 6 bottles of BCBS. It's not a very good value IMO (which does not detract from the overall scoring in this review), but I'm glad to have at least tried it.",0.6345943316987293,4.5,0.9971
